word,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42
bnut,2.500000,7.000000,23.250000,80.500000,253.750000,812.500000,2588.000000,8212.250000,26085.250000,82800.500000,262805.250000,834151.750000,2647491.250000,8402813.500000,26669441.000000,84645122.000000,268651982.500000,852664160.750000,2706237571.500000,8589222018.250000,27260996387.500000,86522611649.500000,274610737124.750000,871576289239.250000,2766261930533.500000,8779730656940.750000,27865644084216.750000,88441678971180.250000,280701589219979.500000,890907806214653.500000,2827617475833372.000000,8974464623447011.000000,28483702610352320.000000,90403310775235040.000000,286927535753463936.000000,910668094647989888.000000,2890333883194660864.000000,9173517778255148032.000000,29115469640811573248.000000,92408451468249858048.000000,293291573452423495680.000000,930866665239525326848.000000,2.954441337179148e+21
beur,2.500000,6.000000,19.750000,68.000000,216.750000,702.000000,2238.500000,7112.750000,22604.250000,71755.500000,227771.250000,722968.750000,2294628.750000,7282919.500000,23115070.500000,73364102.000000,232847670.500000,739026304.250000,2345566971.000000,7444503829.250000,23627820220.000000,74991416116.000000,238012326457.250000,755418024114.250000,2397591752217.500000,7609622783655.750000,24151884425938.750000,76654722300506.750000,243291427994833.500000,772173157227282.000000,2450770212718194.000000,7778403819551464.000000,24687571958393712.000000,78354920024679728.000000,248687619115395072.000000,789299917373417216.000000,2505128167544934400.000000,7950928408444203008.000000,25235141010034167808.000000,80092828042569908224.000000,254203497468310192128.000000,806806548156540125184.000000,2.560691778953272e+21
utq,2.000000,7.000000,28.333333,102.666667,334.333333,1085.666667,3468.333333,11029.333333,35054.666667,111293.333333,353287.333333,1121380.333333,3559178.000000,11296489.666667,35853672.666667,113794760.666667,361169115.666667,1146300923.000000,3638200228.000000,11547142384.333334,36649024884.333336,116318909451.000000,369180043622.666687,1171726117607.333252,3718895745315.333496,11803257902204.000000,37461899073966.335938,118898857735108.671875,377368438856102.312500,1197714943233588.750000,3801380660196690.500000,12065053546599082.000000,38292802035412696.000000,121536028170875472.000000,385738451051160512.000000,1224280197886160640.000000,3885695083939983360.000000,12332655801690161152.000000,39142134376828592128.000000,124231690903408820224.000000,394294109670637502464.000000,1.2514346684843756e+21,3.971879597168683e+21
ani,2.000000,4.000000,8.333333,21.333333,66.000000,202.666667,638.333333,2022.333333,6405.000000,20322.333333,64486.666667,204646.333333,649506.666667,2061404.333333,6542566.333333,20765158.666667,65905629.333333,209175220.333333,663892943.333333,2107103662.000000,6687653806.666667,21225682787.666668,67367364813.666664,213814646505.666656,678617951379.000000,2153838999414.000000,6835985442418.333008,21696467092271.332031,68861569159039.000000,218557043732261.656250,693669661448367.375000,2201611034807238.750000,6987607240123403.000000,22177693593605904.000000,70388915150776536.000000,223404627500676352.000000,709055218166236032.000000,2250442652121225984.000000,7142592002332737536.000000,22669593674693509120.000000,71950137598208507904.000000,228359730425169870848.000000,724782025728255197184.000000
ann,2.000000,4.000000,8.333333,21.333333,65.000000,192.666667,605.333333,1912.333333,6047.000000,19187.333333,60871.666667,193164.333333,613063.666667,1945711.333333,6175367.333333,19599702.666667,62206583.333333,197434958.333333,626630917.333333,1988839095.000000,6312298488.666667,20034357032.666668,63586262431.666664,201813953245.666656,640529419558.000000,2032951296283.000000,6452304684376.333008,20478717725078.332031,64996602022914.000000,206290175552878.656250,654736327834035.375000,2078042048483866.750000,6595416462622363.000000,20932934608908432.000000,66438223245536536.000000,210865680827466848.000000,669258345252660096.000000,2124132912158531840.000000,6741702453948146688.000000,21397226000977547264.000000,67911819553647697920.000000,215542670572181159936.000000,684102460260063248384.000000
asdn,2.500000,5.750000,13.250000,37.750000,113.250000,345.500000,1089.250000,3441.000000,10899.750000,34581.250000,109718.500000,348196.500000,1105089.750000,3507318.000000,11131674.500000,35330277.000000,112133213.750000,355895076.750000,1129561188.250000,3585069769.750000,11378512474.000000,36113815451.250000,114620227043.500000,363788659037.750000,1154614609067.750000,3664586191906.000000,11630886925971.500000,36914817558769.750000,117162497078026.500000,371857471595427.500000,1180223899553170.000000,3745866520056035.500000,11888859386265708.000000,37733586274290352.000000,119761155116742080.000000,380105250813927552.000000,1206401203758339840.000000,3828949643061002240.000000,12152553664090918912.000000,38570515239408009216.000000,122417451257944801280.000000,388535965347433938944.000000,1.2331591192041357e+21
nx,1.500000,4.000000,9.000000,21.500000,67.500000,204.000000,639.500000,2026.500000,6409.500000,20334.000000,64519.000000,204731.000000,649772.000000,2062224.500000,6545138.000000,20773307.500000,65931430.000000,209257056.000000,664152622.500000,2107927703.500000,6690269102.000000,21233983186.500000,67393708828.500000,213898258511.500000,678883323750.000000,2154681253820.000000,6838658640126.000000,21704951448797.000000,68888497325461.500000,218642509985742.000000,693940919448108.500000,2202471969970921.000000,6990339728595640.000000,22186366131995752.000000,70416440581504000.000000,223491989389753856.000000,709332492652484992.000000,2251322682779202560.000000,7145385097252765696.000000,22678458569525895168.000000,71978273541540397056.000000,228449029996359057408.000000,725065450148062035968.000000
anli,2.500000,5.000000,10.250000,25.000000,76.750000,232.500000,730.000000,2311.250000,7314.250000,23205.500000,73630.750000,233655.250000,741572.750000,2353589.500000,7469900.500000,23708374.000000,75246937.500000,238823198.750000,757991453.000000,2405759143.250000,7635544698.500000,24234156502.500000,76915841784.750000,244120184295.250000,774803513261.500000,2459118595619.250000,7804900424158.250000,24771668493643.750000,78621830729045.500000,249534756566586.000000,791988613823369.500000,2513661716145294.000000,7978012704905652.000000,25321102800298096.000000,80365658809898000.000000,255069424380427328.000000,809554879748635008.000000,2569414601208198144.000000,8154964608392970240.000000,25882723532773113856.000000,82148164908588367872.000000,260726850839472701440.000000,827510764535187505152.000000
nadd,2.500000,6.750000,17.500000,57.250000,171.500000,537.000000,1701.750000,5377.750000,17061.500000,54132.750000,171766.250000,545150.750000,1730169.500000,5491244.000000,17428400.000000,55315154.500000,175562483.250000,557210738.500000,1768509032.750000,5613001466.500000,17814885527.500000,56541968371.250000,179456343519.750000,569569475490.500000,1807734302081.250000,5737497266261.250000,18210018389809.750000,57796065846707.500000,183436675128417.500000,582202495787236.500000,1847829753053940.000000,5864754653209220.000000,18613915641057180.000000,59077979554179024.000000,187505290961248160.000000,595115716613547392.000000,1888814520085529856.000000,5994834603910659072.000000,19026771314007842816.000000,60388326043122991104.000000,191664148483549167616.000000,608315352005147492352.000000,1.9307083271074485e+21
njdc,2.500000,7.750000,19.500000,61.250000,180.500000,564.000000,1779.750000,5620.750000,17828.500000,56553.750000,179446.250000,569512.750000,1807469.500000,5736576.000000,18207013.000000,57786330.500000,183405624.250000,582103692.500000,1847515750.750000,5863757705.500000,18610750782.500000,59067933885.250000,187473406492.750000,595014518069.500000,1888493328182.250000,5993815183033.250000,19023535810085.750000,60378056999541.500000,191631555961059.500000,608211907862971.500000,1930380009776483.500000,6126757687542730.000000,19445476834516224.000000,61717239134616880.000000,195881933820167552.000000,621702016084053376.000000,1973195737172148736.000000,6262648851806218240.000000,19876776491134443520.000000,63086124262670303232.000000,200226584841873326080.000000,635491334203940012032.000000,2.0169611151647984e+21
ande,2.500000,5.750000,14.250000,46.750000,137.250000,432.500000,1370.250000,4328.000000,13737.750000,43583.250000,138294.500000,438928.500000,1393038.750000,4421268.000000,14032463.500000,44536949.000000,141354023.750000,448637879.750000,1423913965.250000,4519304773.750000,14343644419.000000,45524732084.250000,144489167986.500000,458588523607.750000,1455496195799.750000,4619542504188.000000,14661785452945.500000,46534467969220.750000,147693929649100.500000,468759992483850.500000,1487779024345170.000000,4722003713575834.000000,14986983084309328.000000,47566600026957344.000000,150969773262348576.000000,479157064536255808.000000,1520777885093816832.000000,4826737508355057664.000000,15319393583320371200.000000,48621624721551818752.000000,154318274917709185024.000000,489784743104685801472.000000,1.5545086588483747e+21
nat,2.000000,5.000000,12.666667,41.666667,126.000000,393.333333,1247.666667,3943.666667,12510.000000,39695.666667,125956.333333,399759.666667,1268743.333333,4026758.666667,12780346.666667,40562935.333333,128741021.666667,408606000.666667,1296858371.666667,4116047938.000000,13063763407.333334,41462567724.333336,131596423226.333328,417668744959.333313,1325622509075.000000,4207341484571.000000,13353516742891.666016,42382205027964.664063,134515224541166.000000,426932615271635.312500,1355024746126558.750000,4300660097028507.500000,13649697042850506.000000,43322240111564568.000000,137498765166173952.000000,436401958290644544.000000,1385079123945233152.000000,4396048512484518400.000000,13952446607578472448.000000,44283125125774925824.000000,140548480568268095488.000000,446081330844266070016.000000,1.415800106292418e+21
anmd,2.500000,6.000000,14.250000,42.000000,125.750000,386.500000,1220.000000,3854.250000,12214.250000,38751.500000,122952.750000,390204.250000,1238409.750000,3930458.500000,12474665.500000,39592730.000000,125661654.500000,398832456.750000,1265838442.000000,4017594834.250000,12751286838.500000,40470810352.500000,128448722923.750000,407678381705.250000,1293914484943.500000,4106704625045.250000,13034109345923.250000,41368450369542.750000,131297708239728.500000,416720665998169.000000,1322613439334547.500000,4197791116800740.000000,13323205205886072.000000,42286000427186928.000000,134209884520770096.000000,425963508516164096.000000,1351948936066100224.000000,4290897903666168832.000000,13618713198785099776.000000,43223901699524960256.000000,137186652722583863296.000000,435411356801083899904.000000,1.3819350925831826e+21
believaliy,5.500000,12.700000,36.200000,107.700000,334.700000,1052.700000,3327.800000,10549.000000,33460.600000,106174.000000,336952.700000,1069394.800000,3394057.500000,10772196.000000,34189348.000000,108512116.500000,344402193.100000,1093084430.600000,3469297680.300000,11011067933.500000,34947597749.900002,110918814302.600006,352040889811.599976,1117328823695.199951,3546246294600.200195,11255292550135.699219,35722733245458.796875,113378987254262.093750,359849137599426.812500,1142111117484162.500000,3624901850223385.500000,11504934347122312.000000,36515061593604624.000000,115893727243962832.000000,367830572599993408.000000,1167443082181944064.000000,3705301983194987008.000000,11760113187710124032.000000,37324963745195581440.000000,118464244037725241344.000000,375989035414298230784.000000,1.1933369085338164e+21,3.787485386907355e+21
begieavabihit,7.000000,19.307692,49.769231,154.923077,468.846154,1465.769231,4627.384615,14621.615385,46354.307692,147033.230769,466518.769231,1480540.615385,4698790.153846,14913011.461538,47331503.307692,150223032.153846,476786392.000000,1513252857.384615,4802852812.538462,15243585478.153847,48381018192.923080,153554620371.923065,487361006396.000000,1546816050382.230713,4909379017320.845703,15581686231191.154297,49454105095798.078125,156960451835247.781250,498170645165101.562500,1581124345708271.500000,5018268781755037.000000,15927287208239292.000000,50550994545472624.000000,160441826415765696.000000,509220043939565824.000000,1616193600775222272.000000,5129573720191040512.000000,16280553603388909568.000000,51672212953974439936.000000,164000417713382391808.000000,520514517814844260352.000000,1.6520406901007067e+21,5.243347396353028e+21
bevievanbilty,7.000000,17.384615,48.615385,146.769231,450.000000,1411.923077,4462.769231,14133.000000,44827.538462,142232.923077,451364.692308,1432505.461538,4546466.000000,14429719.000000,45797764.384615,145355481.769231,461337794.923077,1464221603.846154,4647235158.307693,14749677416.923077,46813423853.307693,148579295522.461548,471570019018.384644,1496697655388.769287,4750310205174.307617,15076823948012.845703,47851742428320.843750,151874775581702.312500,482029416026950.875000,1529894329246069.000000,4855671834227631.000000,15411227109637156.000000,48913091562499488.000000,155243350135709216.000000,492720803193703808.000000,1563827305244568320.000000,4963370380907430912.000000,15753047318876934144.000000,49997981368742273024.000000,158686639502033584128.000000,503649324774366511104.000000,1.5985129128808913e+21,5.073457675718507e+21
